sub,kind,target_x0,target_y0,response_x0,response_y0,target_orientation_deg,target_radius_pixels,which_eye,sub_num,match_x0,match_y0,response_r,response_theta,match_r,match_theta,target_radius_deg,target_ori_id,target_rad_id,target_id,error_x,error_y,error_r,error_theta,error_r_mu,error_r_sd
sm,A,2.67786,6.46758,-2.69352,-5.19912,67,448,bad,14,-2.67786,-6.46758,5.855416190570914,-117.38742215707619,7.000037516756607,-112.49168668421689,7,2,4,26,-0.015660000000000007,1.2684600000000001,-1.1446213261856935,-4.8957354728593,-0.8605206417139774,0.4209069998261992
sm,A,1.91052,-4.6197,-2.06712,4.6197,292,320,bad,14,-1.91052,4.6197,5.061088142326708,114.10649314389993,4.999171407383428,112.46799697245953,5,7,3,23,-0.15660000000000007,0,0.06191673494327965,1.6384961714403943,0.07847323466587301,0.36726225416560376
sm,A,1.14318,-2.77182,-1.2371400000000001,2.7405,292,192,bad,14,-1.14318,2.77182,3.0068015613937678,114.295776370658,2.998307293257314,112.41268946863428,3,7,2,15,-0.09396000000000004,-0.031320000000000014,0.008494268136453709,1.8830869020237202,0.07847777848747248,0.3178561186398177
sm,A,2.77182,1.14318,-2.64654,-1.08054,22,192,bad,14,-2.77182,-1.14318,2.858625659858247,-157.79059084178502,2.998307293257314,-157.58731053136572,3,1,2,9,0.12528000000000006,0.06264000000000003,-0.13968163339906692,-0.20328031041930217,-0.13097117736939223,0.17964142252890822
sm,A,-2.77182,-1.14318,3.25728,1.1745,202,192,bad,14,2.77182,1.14318,3.4625602158518487,19.82813377130779,2.998307293257314,22.412689468634277,3,5,2,13,0.4854600000000002,0.031320000000000014,0.46425292259453466,-2.5845556973264863,0.1524097024823618,0.33927343098044155
sm,A,0.92394,-0.37584,-1.7069400000000001,0.45414,337,64,bad,14,-0.92394,0.37584,1.7663202719778768,165.10130456559972,0.9974571816373874,157.86450812189966,1,8,1,8,-0.7830000000000001,0.07829999999999998,0.7688630903404894,7.236796443700058,0.46172674069946734,0.399944945279573
sm,A,-2.77182,1.14318,3.35124,-1.6443,157,192,bad,14,2.77182,-1.14318,3.732898609338325,-26.13507216087211,2.998307293257314,-22.412689468634277,3,4,2,12,0.5794200000000003,-0.50112,0.7345913160810111,-3.722382692237833,0.25589035071529964,0.7506729052443183
sm,A,6.46758,-2.67786,-5.9508,2.4742800000000003,337,448,bad,14,-6.46758,2.67786,6.44469410898609,157.42297300996853,7.000037516756607,157.5083133157831,7,8,4,32,0.5167799999999998,-0.20357999999999965,-0.5553434077705175,-0.08534030581458296,-0.3116026508094859,0.594000307340044
sm,A,-4.6197,-1.91052,5.62194,2.28636,202,320,bad,14,4.6197,1.91052,6.069073357045538,22.130849724615427,4.999171407383428,22.46799697245953,5,5,3,21,1.0022400000000005,0.3758400000000002,1.0699019496621105,-0.3371472478441042,-0.07206350569448033,0.6450104207864659
sm,A,0.37584,0.92394,-1.28412,-1.19016,67,64,bad,14,-0.37584,-0.92394,1.7508412263823354,-137.17474411461006,0.9974571816373874,-112.13549187810035,1,2,1,2,-0.90828,-0.2662200000000001,0.753384044744948,-25.03925223650971,0.2932551386738104,0.29319647573130825
sm,A,4.6197,-1.91052,-4.2282,1.50336,337,320,bad,14,-4.6197,1.91052,4.48751228740379,160.4268741695898,4.999171407383428,157.53200302754047,5,8,3,24,0.39149999999999974,-0.40715999999999997,-0.5116591199796376,2.8948711420493396,-0.027295356129893707,0.631427867127167
sm,A,0.37584,0.92394,-1.04922,-1.12752,67,64,bad,14,-0.37584,-0.92394,1.5401830926224325,-132.93988897627688,0.9974571816373874,-112.13549187810035,1,2,1,2,-0.6733800000000001,-0.2035800000000001,0.5427259109850451,-20.804397098176523,0.2932551386738104,0.29319647573130825
sm,A,-4.6197,1.91052,4.43178,-2.08278,157,320,bad,14,4.6197,-1.91052,4.896799617791196,-25.171866228692217,4.999171407383428,-22.46799697245953,5,4,3,20,-0.1879200000000001,-0.17226000000000008,-0.10237178959223225,-2.703869256232686,-0.10238320005853134,0.41200476162797073
sm,A,-6.46758,2.67786,5.6376,-3.03804,157,448,bad,14,6.46758,-2.67786,6.404078450612547,-28.31973416197115,7.000037516756607,-22.49168668421689,7,4,4,28,-0.8299799999999999,-0.36018000000000017,-0.5959590661440597,-5.828047477754261,-0.5018614547027498,0.7050097186074897
sm,A,-0.37584,-0.92394,0.21924,1.19016,247,64,bad,14,0.37584,0.92394,1.2101846979696944,79.56252464888182,0.9974571816373874,67.86450812189965,1,6,1,6,-0.15660000000000002,0.2662200000000001,0.21272751633230702,11.698016526982173,0.11618032513694139,0.13416301550335588
sm,A,-1.91052,-4.6197,0.98658,4.24386,247,320,bad,14,1.91052,4.6197,4.357027403631976,76.91277157616334,4.999171407383428,67.53200302754048,5,6,3,22,-0.92394,-0.3758400000000002,-0.6421440037514516,9.380768548622854,-0.035242442512068796,0.27643857339049493
sm,A,2.77182,1.14318,-2.4429600000000002,-1.37808,22,192,bad,14,-2.77182,-1.14318,2.8048454588443907,-150.57254359681028,2.998307293257314,-157.58731053136572,3,1,2,9,0.3288599999999997,-0.2348999999999999,-0.1934618344129233,7.014766934555439,-0.13097117736939223,0.17964142252890822
sm,A,1.14318,2.77182,-1.34676,-2.64654,67,192,bad,14,-1.14318,-2.77182,2.969501047179475,-116.9704390786509,2.998307293257314,-112.41268946863428,3,2,2,10,-0.20357999999999987,0.12528000000000006,-0.028806246077838882,-4.557749610016614,-0.15936430414115305,0.2905483075516628
sm,A,-2.67786,-6.46758,2.99106,6.45192,247,448,bad,14,2.67786,6.46758,7.111519641398735,65.12792726055092,7.000037516756607,67.50831331578311,7,6,4,30,0.31320000000000014,-0.015659999999999563,0.11148212464212826,-2.3803860552321936,-0.22501457303112163,0.2910735787372229
sm,A,6.46758,2.67786,-5.21478,-2.67786,22,448,bad,14,-6.46758,-2.67786,5.862155288628919,-152.8188889145228,7.000037516756607,-157.5083133157831,7,1,4,25,1.2527999999999997,0,-1.1378822281276877,4.689424401260311,-0.4733020954525789,0.5253131919542176
sm,A,-0.37584,0.92394,0.48546,-1.34676,112,64,bad,14,0.37584,-0.92394,1.4315844051958655,-70.17753542963479,0.9974571816373874,-67.86450812189965,1,3,1,3,0.10962,-0.42282,0.4341272235584781,-2.3130273077351404,0.28344986584958753,0.3455445781967054
sm,A,-1.91052,4.6197,1.7069400000000001,-5.19912,112,320,bad,14,1.91052,-4.6197,5.472156150732543,-71.82430632857938,4.999171407383428,-67.53200302754048,5,3,3,19,-0.20357999999999987,-0.5794199999999998,0.472984743349115,-4.292303301038899,-0.26065800284829077,0.6030464248853811
sm,A,-6.46758,-2.67786,6.43626,3.31992,202,448,bad,14,6.46758,2.67786,7.2420516149776235,27.285366352945893,7.000037516756607,22.49168668421689,7,5,4,29,-0.031320000000000014,0.6420600000000003,0.24201409822101638,4.793679668729002,-0.16046402160165368,0.5227437770982304
sm,A,6.46758,-2.67786,-6.27966,2.64654,337,448,bad,14,-6.46758,2.67786,6.8145655538119225,157.14718549077807,7.000037516756607,157.5083133157831,7,8,4,32,0.1879200000000001,-0.031320000000000014,-0.1854719629446846,-0.3611278250050418,-0.3116026508094859,0.594000307340044
sm,A,-1.14318,2.77182,1.53468,-3.27294,112,192,bad,14,1.14318,-2.77182,3.6148829781889207,-64.87814185089564,2.998307293257314,-67.58731053136572,3,3,2,11,0.39149999999999996,-0.5011200000000002,0.6165756849316066,2.7091686804700714,-0.10097909870311622,0.5116534832044635
sm,A,2.67786,6.46758,-2.4742800000000003,-4.8232800000000005,67,448,bad,14,-2.67786,-6.46758,5.420893973949316,-117.15723452920702,7.000037516756607,-112.49168668421689,7,2,4,26,0.20357999999999965,1.6442999999999994,-1.5791435428072909,-4.6655478449901295,-0.8605206417139774,0.4209069998261992
sm,A,-0.92394,0.37584,1.2371400000000001,-0.76734,157,64,bad,14,0.92394,-0.37584,1.4557905258655863,-31.809389287793145,0.9974571816373874,-22.135491878100353,1,4,1,4,0.31320000000000014,-0.3915,0.45833334422819894,-9.673897409692792,0.25369983867628976,0.4462594252809607
sm,A,0.37584,-0.92394,-0.90828,1.2528000000000001,292,64,bad,14,-0.37584,0.92394,1.5474108692910233,125.94211187138235,0.9974571816373874,112.13549187810035,1,7,1,7,-0.53244,0.32886000000000015,0.549953687653636,13.806619993281998,0.13948336986755855,0.19890111041396588
sm,A,4.6197,1.91052,-4.02462,-1.86354,22,320,bad,14,-4.6197,-1.91052,4.43512654565797,-155.15421115684555,4.999171407383428,-157.53200302754047,5,1,3,17,0.5950800000000003,0.04698000000000002,-0.5640448617254581,2.377791870694921,-0.13233463955894154,0.35875982466567397
sm,A,1.14318,-2.77182,-0.75168,2.4116400000000002,292,192,bad,14,-1.14318,2.77182,2.526070132043052,107.31164610884659,2.998307293257314,112.41268946863428,3,7,2,15,0.39150000000000007,-0.3601799999999997,-0.4722371612142622,-5.101043359787695,0.07847777848747248,0.3178561186398177
sm,A,-4.6197,-1.91052,4.90158,1.94184,202,320,bad,14,4.6197,1.91052,5.272212920776247,21.61179369923593,4.999171407383428,22.46799697245953,5,5,3,21,0.28188000000000013,0.031320000000000014,0.273041513392819,-0.8562032732236027,-0.07206350569448033,0.6450104207864659
sm,A,1.91052,4.6197,-1.67562,-4.00896,67,320,bad,14,-1.91052,-4.6197,4.345050364034921,-112.6834033522833,4.999171407383428,-112.46799697245953,5,2,3,18,0.2348999999999999,0.6107399999999998,-0.654121043348507,-0.21540637982377575,-0.4169640968168367,0.21289222825378465
sm,A,-2.77182,-1.14318,3.6018,1.12752,202,192,bad,14,2.77182,1.14318,3.7741574676210847,17.382388881227918,2.998307293257314,22.412689468634277,3,5,2,13,0.8299799999999999,-0.015660000000000007,0.7758501743637707,-5.030300587406359,0.1524097024823618,0.33927343098044155
sm,A,-0.92394,-0.37584,0.95526,0.42282000000000003,202,64,bad,14,0.92394,0.37584,1.044652296221092,23.875280853927517,0.9974571816373874,22.135491878100353,1,5,1,5,0.031320000000000014,0.04698000000000002,0.04719511458370462,1.7397889758271639,0.13316676220681306,0.15520011233308012
sm,A,2.77182,-1.14318,-2.6622,1.2528000000000001,337,192,bad,14,-2.77182,1.14318,2.94224687611356,154.79887635452494,2.998307293257314,157.58731053136572,3,8,2,16,0.10962000000000005,0.10962000000000005,-0.056060417143754204,-2.7884341768407808,-0.13644522489703875,0.39114044826822375
sm,A,-1.14318,-2.77182,0.8456400000000001,3.14766,247,192,bad,14,1.14318,2.77182,3.259274533573384,74.96218409641776,2.998307293257314,67.58731053136572,3,6,2,14,-0.29754,0.3758400000000002,0.2609672403160701,7.374873565052042,0.09218262756866724,0.23428058920584446
sm,A,2.67786,-6.46758,-3.63312,6.04476,292,448,bad,14,-2.67786,6.46758,7.0525658020326185,121.00739382714956,7.000037516756607,112.49168668421689,7,7,4,31,-0.95526,-0.42281999999999975,0.05252828527601139,8.51570714293267,-0.025860212633900093,0.4136235339268917
sm,A,0.92394,0.37584,-1.92618,-0.51678,22,64,bad,14,-0.92394,-0.37584,1.9942996166072942,-164.98163936884933,0.9974571816373874,-157.86450812189966,1,1,1,1,-1.00224,-0.14094,0.9968424349699068,-7.117131246949668,0.3225075820237211,0.29649998932456023
sm,A,-2.67786,6.46758,1.75392,-6.0291,112,448,bad,14,2.67786,-6.46758,6.2790351310054,-73.77980630439721,7.000037516756607,-67.50831331578311,7,3,4,27,-0.92394,0.4384800000000002,-0.7210023857512073,-6.271492988614099,-0.8210896569383989,0.4100259369536921
sm,A,0.92394,-0.37584,-2.08278,0.59508,337,64,bad,14,-0.92394,0.37584,2.1661238964565253,164.05460409907712,0.9974571816373874,157.86450812189966,1,8,1,8,-1.15884,0.21924000000000005,1.1686667148191379,6.190095977177464,0.46172674069946734,0.399944945279573
sm,A,-2.77182,1.14318,3.7584,-1.47204,157,192,bad,14,2.77182,-1.14318,4.036393479530954,-21.38862282781884,2.998307293257314,-22.412689468634277,3,4,2,12,0.98658,-0.32885999999999993,1.03808618627364,1.0240666408154375,0.25589035071529964,0.7506729052443183
sm,A,4.6197,-1.91052,-3.89934,2.08278,337,320,bad,14,-4.6197,1.91052,4.4207267461357524,151.89169574467448,4.999171407383428,157.53200302754047,5,8,3,24,0.7203599999999999,0.17226000000000008,-0.5784446612476755,-5.64030728286599,-0.027295356129893707,0.631427867127167
sm,A,1.91052,-4.6197,-1.61298,4.08726,292,320,bad,14,-1.91052,4.6197,4.394018523857176,111.53597759529255,4.999171407383428,112.46799697245953,5,7,3,23,0.2975399999999999,-0.5324400000000002,-0.6051528835262516,-0.9320193771669807,0.07847323466587301,0.36726225416560376
sm,A,6.46758,2.67786,-5.65326,-2.52126,22,448,bad,14,-6.46758,-2.67786,6.190000049693053,-155.9639228569032,7.000037516756607,-157.5083133157831,7,1,4,25,0.8143199999999995,0.15660000000000007,-0.8100374670635544,1.544390458879917,-0.4733020954525789,0.5253131919542176
sm,A,-1.91052,-4.6197,1.76958,5.05818,247,320,bad,14,1.91052,4.6197,5.358787016555146,70.71785555700075,4.999171407383428,67.53200302754048,5,6,3,22,-0.14094000000000007,0.4384800000000002,0.3596156091717182,3.185852529460263,-0.035242442512068796,0.27643857339049493
sm,A,-0.37584,-0.92394,0.43848,1.0962,247,64,bad,14,0.37584,0.92394,1.1806435323161688,68.1985905136482,0.9974571816373874,67.86450812189965,1,6,1,6,0.06263999999999997,0.17226000000000008,0.18318635067878142,0.33408239174855225,0.11618032513694139,0.13416301550335588
sm,A,4.6197,-1.91052,-4.9485600000000005,1.42506,337,320,bad,14,-4.6197,1.91052,5.149664268396534,163.9349389023268,4.999171407383428,157.53200302754047,5,8,3,24,-0.3288600000000006,-0.48546,0.150492861013106,6.402935874786323,-0.027295356129893707,0.631427867127167
sm,A,0.92394,-0.37584,-1.44072,0.42282000000000003,337,64,bad,14,-0.92394,0.37584,1.5014828906118112,163.64418289898276,0.9974571816373874,157.86450812189966,1,8,1,8,-0.51678,0.04698000000000002,0.5040257089744238,5.779674777083102,0.46172674069946734,0.399944945279573
sm,A,0.37584,-0.92394,-0.6264000000000001,0.48546,292,64,bad,14,-0.37584,0.92394,0.7924950293850429,142.22431569404534,0.9974571816373874,112.13549187810035,1,7,1,7,-0.25056000000000006,-0.43848,-0.2049621522523445,30.08882381594499,0.13948336986755855,0.19890111041396588
sm,A,1.14318,-2.77182,-1.9575,3.24162,292,192,bad,14,-1.14318,2.77182,3.786806896898758,121.12629731451479,2.998307293257314,112.41268946863428,3,7,2,15,-0.8143199999999999,0.4698000000000002,0.7884996036414438,8.713607845880503,0.07847777848747248,0.3178561186398177
sm,A,-0.37584,0.92394,0.87696,-1.47204,112,64,bad,14,0.37584,-0.92394,1.7134645030463864,-59.215853473673555,0.9974571816373874,-67.86450812189965,1,3,1,3,0.50112,-0.5481,0.716007321408999,8.648654648226092,0.28344986584958753,0.3455445781967054
sm,A,-2.77182,1.14318,2.83446,-1.11186,157,192,bad,14,2.77182,-1.14318,3.0447325253952933,-21.418348855150118,2.998307293257314,-22.412689468634277,3,4,2,12,0.06264000000000003,0.031320000000000014,0.04642523213797922,0.9943406134841588,0.25589035071529964,0.7506729052443183
sm,A,2.67786,-6.46758,-4.02462,6.38928,292,448,bad,14,-2.67786,6.46758,7.551189645532682,122.20690633226675,7.000037516756607,112.49168668421689,7,7,4,31,-1.3467599999999997,-0.07829999999999959,0.5511521287760752,9.715219648049867,-0.025860212633900093,0.4136235339268917
sm,A,-0.92394,-0.37584,1.14318,0.3915,202,64,bad,14,0.92394,0.37584,1.2083595335826172,18.904575842611656,0.9974571816373874,22.135491878100353,1,5,1,5,0.2192400000000001,0.015660000000000007,0.21090235194522977,-3.230916035488697,0.13316676220681306,0.15520011233308012
sm,A,-1.14318,2.77182,1.12752,-2.1141,112,192,bad,14,1.14318,-2.77182,2.39598,-61.92751306414704,2.998307293257314,-67.58731053136572,3,3,2,11,-0.015660000000000007,0.6577199999999999,-0.6023272932573138,5.659797467218674,-0.10097909870311622,0.5116534832044635
sm,A,1.91052,-4.6197,-2.4742800000000003,4.57272,292,320,bad,14,-1.91052,4.6197,5.199214336493544,118.4176380590171,4.999171407383428,112.46799697245953,5,7,3,23,-0.5637600000000003,-0.04697999999999958,0.20004292911011579,5.949641086557563,0.07847323466587301,0.36726225416560376
sm,A,2.77182,1.14318,-2.9754,-1.12752,22,192,bad,14,-2.77182,-1.14318,3.1818715420959407,-159.2459286812006,2.998307293257314,-157.58731053136572,3,1,2,9,-0.2035800000000001,0.015660000000000007,0.18356424883862665,-1.6586181498348935,-0.13097117736939223,0.17964142252890822
sm,A,-4.6197,1.91052,4.5414,-2.1141,157,320,bad,14,4.6197,-1.91052,5.0093645075997415,-24.962789830807015,4.999171407383428,-22.46799697245953,5,4,3,20,-0.07829999999999959,-0.2035800000000001,0.010193100216313589,-2.494792858347484,-0.10238320005853134,0.41200476162797073
sm,A,-6.46758,-2.67786,6.7651200000000005,3.94632,202,448,bad,14,6.46758,2.67786,7.8320042234922225,30.256437163529263,7.000037516756607,22.49168668421689,7,5,4,29,0.2975400000000006,1.2684600000000001,0.8319667067356153,7.764750479312372,-0.16046402160165368,0.5227437770982304
sm,A,-4.6197,-1.91052,5.8411800000000005,2.52126,202,320,bad,14,4.6197,1.91052,6.362085804199753,23.346736995428003,4.999171407383428,22.46799697245953,5,5,3,21,1.2214800000000006,0.6107399999999998,1.3629143968163246,0.8787400229684721,-0.07206350569448033,0.6450104207864659
sm,A,0.92394,0.37584,-1.3311,-0.37584,22,64,bad,14,-0.92394,-0.37584,1.3831424061173165,-164.23281745752433,0.9974571816373874,-157.86450812189966,1,1,1,1,-0.40715999999999997,0,0.38568522447992915,-6.368309335624673,0.3225075820237211,0.29649998932456023
sm,A,2.67786,6.46758,-2.55258,-5.5593,67,448,bad,14,-2.67786,-6.46758,6.1173099599742375,-114.66245457526469,7.000037516756607,-112.49168668421689,7,2,4,26,0.12528000000000006,0.9082799999999995,-0.8827275567823696,-2.1707678910478023,-0.8605206417139774,0.4209069998261992
sm,A,0.37584,0.92394,-0.87696,-1.0962,67,64,bad,14,-0.37584,-0.92394,1.4038209578147778,-128.6598082540901,0.9974571816373874,-112.13549187810035,1,2,1,2,-0.50112,-0.17226000000000008,0.4063637761773904,-16.524316375989756,0.2932551386738104,0.29319647573130825
sm,A,-2.67786,6.46758,2.12976,-6.12306,112,448,bad,14,2.67786,-6.46758,6.482880642214539,-70.82099197418928,7.000037516756607,-67.50831331578311,7,3,4,27,-0.5480999999999998,0.34452000000000016,-0.517156874542068,-3.3126786584061705,-0.8210896569383989,0.4100259369536921
sm,A,-2.77182,-1.14318,2.86578,1.34676,202,192,bad,14,2.77182,1.14318,3.1664581958396356,25.170960037041365,2.998307293257314,22.412689468634277,3,5,2,13,0.09396000000000004,0.20357999999999987,0.16815090258232157,2.758270568407088,0.1524097024823618,0.33927343098044155
sm,A,1.91052,4.6197,-1.75392,-3.915,67,320,bad,14,-1.91052,-4.6197,4.289925449981619,-114.13237959458083,4.999171407383428,-112.46799697245953,5,2,3,18,0.15660000000000007,0.7046999999999999,-0.7092459574018086,-1.6643826221212947,-0.4169640968168367,0.21289222825378465
sm,A,-1.14318,-2.77182,1.53468,2.94408,247,192,bad,14,1.14318,2.77182,3.3200677325620935,62.468023251277714,2.998307293257314,67.58731053136572,3,6,2,14,0.39149999999999996,0.17226000000000008,0.3217604393047795,-5.1192872800880025,0.09218262756866724,0.23428058920584446
sm,A,-2.67786,-6.46758,2.75616,6.6555,247,448,bad,14,2.67786,6.46758,7.20361702171902,67.50469089816683,7.000037516756607,67.50831331578311,7,6,4,30,0.07830000000000004,0.1879200000000001,0.20357950496241273,-0.003622417616284679,-0.22501457303112163,0.2910735787372229
sm,A,-6.46758,2.67786,6.63984,-3.132,157,448,bad,14,6.46758,-2.67786,7.341450757554668,-25.253163394573882,7.000037516756607,-22.49168668421689,7,4,4,28,0.17226000000000052,-0.4541400000000002,0.3414132407980608,-2.761476710356991,-0.5018614547027498,0.7050097186074897
sm,A,-0.92394,0.37584,1.2528000000000001,-1.08054,157,64,bad,14,0.92394,-0.37584,1.6544106296805519,-40.77776979385731,0.9974571816373874,-22.135491878100353,1,4,1,4,0.32886000000000015,-0.7047000000000001,0.6569534480431645,-18.642277915756956,0.25369983867628976,0.4462594252809607
sm,A,6.46758,-2.67786,-5.59062,2.72484,337,448,bad,14,-6.46758,2.67786,6.219307438131677,154.0156294088147,7.000037516756607,157.5083133157831,7,8,4,32,0.8769599999999995,0.04698000000000002,-0.7807300786249298,-3.4926839069684092,-0.3116026508094859,0.594000307340044
sm,A,2.77182,-1.14318,-2.28636,0.92394,337,192,bad,14,-2.77182,1.14318,2.465990099980128,157.9958940260833,2.998307293257314,157.58731053136572,3,8,2,16,0.4854599999999998,-0.2192400000000001,-0.5323171932771862,0.4085834947175897,-0.13644522489703875,0.39114044826822375
sm,A,1.14318,2.77182,-1.50336,-3.0537,67,192,bad,14,-1.14318,-2.77182,3.4037001894408974,-116.21137801783154,2.998307293257314,-112.41268946863428,3,2,2,10,-0.36017999999999994,-0.28188000000000013,0.4053928961835833,-3.7986885491972515,-0.15936430414115305,0.2905483075516628
sm,A,-1.91052,4.6197,2.88144,-4.698,112,320,bad,14,1.91052,-4.6197,5.511252169298734,-58.47782275324133,4.999171407383428,-67.53200302754048,5,3,3,19,0.97092,-0.07830000000000048,0.512080761915306,9.054180274299156,-0.26065800284829077,0.6030464248853811
sm,A,4.6197,1.91052,-4.41612,-1.53468,22,320,bad,14,-4.6197,-1.91052,4.675185403467974,-160.83675422400157,4.999171407383428,-157.53200302754047,5,1,3,17,0.20357999999999965,0.37583999999999995,-0.3239860039154543,-3.3047511964610976,-0.13233463955894154,0.35875982466567397
sm,A,-1.14318,-2.77182,1.00224,3.08502,247,192,bad,14,1.14318,2.77182,3.2437375692247365,72.00241504459872,2.998307293257314,67.58731053136572,3,6,2,14,-0.14094000000000007,0.31320000000000014,0.2454302759674225,4.415104513233004,0.09218262756866724,0.23428058920584446
sm,A,-1.14318,2.77182,1.45638,-2.83446,112,192,bad,14,1.14318,-2.77182,3.186723426342487,-62.80535021451174,2.998307293257314,-67.58731053136572,3,3,2,11,0.3131999999999999,-0.06264000000000003,0.1884161330851728,4.781960316853976,-0.10097909870311622,0.5116534832044635
sm,A,-0.92394,-0.37584,0.90828,0.43848,202,64,bad,14,0.92394,0.37584,1.0085818106628732,25.769327624338715,0.9974571816373874,22.135491878100353,1,5,1,5,-0.015660000000000007,0.06263999999999997,0.011124629025485833,3.6338357462383613,0.13316676220681306,0.15520011233308012
sm,A,1.91052,4.6197,-2.70918,-3.77406,67,320,bad,14,-1.91052,-4.6197,4.645770674064745,-125.6723854893324,4.999171407383428,-112.46799697245953,5,2,3,18,-0.7986599999999999,0.84564,-0.3534007333186828,-13.204388516872868,-0.4169640968168367,0.21289222825378465
sm,A,-0.37584,0.92394,0.5481,-1.47204,112,64,bad,14,0.37584,-0.92394,1.5707690382739279,-69.57766697527657,0.9974571816373874,-67.86450812189965,1,3,1,3,0.17226000000000002,-0.5481,0.5733118566365405,-1.7131588533769246,0.28344986584958753,0.3455445781967054
sm,A,-4.6197,-1.91052,4.10292,1.97316,202,320,bad,14,4.6197,1.91052,4.552725877098247,25.683647180495853,4.999171407383428,22.46799697245953,5,5,3,21,-0.5167799999999998,0.06264000000000003,-0.44644553028518086,3.2156502080363225,-0.07206350569448033,0.6450104207864659
sm,A,2.67786,-6.46758,-3.4295400000000003,6.54588,292,448,bad,14,-2.67786,6.46758,7.389877508186452,117.6510970030844,7.000037516756607,112.49168668421689,7,7,4,31,-0.7516800000000003,0.07830000000000048,0.38983999142984516,5.159410318867515,-0.025860212633900093,0.4136235339268917
sm,A,-6.46758,-2.67786,6.43626,2.64654,202,448,bad,14,6.46758,2.67786,6.9591390817542935,22.35208326496566,7.000037516756607,22.49168668421689,7,5,4,29,-0.031320000000000014,-0.031320000000000014,-0.040898435002313605,-0.13960341925123032,-0.16046402160165368,0.5227437770982304
sm,A,1.14318,-2.77182,-1.2528000000000001,3.11634,292,192,bad,14,-1.14318,2.77182,3.3587323256847963,111.90062285820828,2.998307293257314,112.41268946863428,3,7,2,15,-0.10962000000000005,0.34452000000000016,0.36042503242748225,-0.5120666104260039,0.07847777848747248,0.3178561186398177
sm,A,-1.91052,4.6197,0.97092,-3.97764,112,320,bad,14,1.91052,-4.6197,4.094423722088372,-76.28265368163969,4.999171407383428,-67.53200302754048,5,3,3,19,-0.9396,0.6420599999999999,-0.9047476852950558,-8.750650654099204,-0.26065800284829077,0.6030464248853811
sm,A,-2.77182,1.14318,3.4138800000000002,-1.31544,157,192,bad,14,2.77182,-1.14318,3.658546029230738,-21.07272661995055,2.998307293257314,-22.412689468634277,3,4,2,12,0.6420600000000003,-0.17225999999999986,0.6602387359734241,1.3399628486837258,0.25589035071529964,0.7506729052443183
sm,A,-0.92394,0.37584,0.72036,-0.65772,157,64,bad,14,0.92394,-0.37584,0.9754558565101754,-42.397437797500196,0.9974571816373874,-22.135491878100353,1,4,1,4,-0.20357999999999998,-0.28187999999999996,-0.02200132512721198,-20.261945919399842,0.25369983867628976,0.4462594252809607
sm,A,-0.37584,-0.92394,-0.03132,1.14318,247,64,bad,14,0.37584,0.92394,1.143608960615472,91.569354804749,0.9974571816373874,67.86450812189965,1,6,1,6,-0.40716,0.2192400000000001,0.14615177897808462,23.70484668284935,0.11618032513694139,0.13416301550335588
sm,A,4.6197,-1.91052,-3.97764,1.34676,337,320,bad,14,-4.6197,1.91052,4.199450257736125,161.29479007058387,4.999171407383428,157.53200302754047,5,8,3,24,0.6420599999999999,-0.56376,-0.7997211496473033,3.762787043043403,-0.027295356129893707,0.631427867127167
sm,A,-2.67786,-6.46758,2.85012,6.35796,247,448,bad,14,2.67786,6.46758,6.9675561982663625,65.85445803957835,7.000037516756607,67.50831331578311,7,6,4,30,0.17226000000000008,-0.1096199999999996,-0.032481318490244604,-1.6538552762047658,-0.22501457303112163,0.2910735787372229
sm,A,2.77182,-1.14318,-2.94408,0.89262,337,192,bad,14,-2.77182,1.14318,3.0764228433035665,163.13314304225628,2.998307293257314,157.58731053136572,3,8,2,16,-0.17226000000000008,-0.2505600000000001,0.07811555004625248,5.545832510890563,-0.13644522489703875,0.39114044826822375
sm,A,-6.46758,2.67786,6.17004,-3.02238,157,448,bad,14,6.46758,-2.67786,6.870529416718918,-26.09781766476071,7.000037516756607,-22.49168668421689,7,4,4,28,-0.2975399999999997,-0.34452000000000016,-0.12950810003768876,-3.6061309805438206,-0.5018614547027498,0.7050097186074897
sm,A,-2.77182,-1.14318,3.06936,1.2371400000000001,202,192,bad,14,2.77182,1.14318,3.309302976338069,21.952452491940416,2.998307293257314,22.412689468634277,3,5,2,13,0.29754000000000014,0.09396000000000004,0.31099568308075476,-0.4602369766938601,0.1524097024823618,0.33927343098044155
sm,A,2.77182,1.14318,-2.4899400000000003,-1.12752,22,192,bad,14,-2.77182,-1.14318,2.733331768007682,-155.63754698468782,2.998307293257314,-157.58731053136572,3,1,2,9,0.2818799999999997,0.015660000000000007,-0.26497552524963197,1.9497635466779002,-0.13097117736939223,0.17964142252890822
sm,A,0.37584,-0.92394,-0.21924,1.1745,292,64,bad,14,-0.37584,0.92394,1.1947871892517095,100.57352341856092,0.9974571816373874,112.13549187810035,1,7,1,7,0.15660000000000002,0.2505600000000001,0.19733000761432207,-11.561968459539429,0.13948336986755855,0.19890111041396588
sm,A,1.91052,-4.6197,-2.59956,4.43178,292,320,bad,14,-1.91052,4.6197,5.137935982668527,120.39471104485278,4.999171407383428,112.46799697245953,5,7,3,23,-0.6890399999999999,-0.1879200000000001,0.13876457528509878,7.926714072393253,0.07847323466587301,0.36726225416560376
